Date,Open,High,Low,Close*,Volume(MM),%Change,MACD,MACDsig,RS,RSI,Stochastic%K,Stochastic%D,Consecutive Move,Sum of % change during consecutive,Class
"Nov 06, 2017","2,587.47","2,593.38","2,585.66","2,591.13","3,541.97",0.13%,16.64,16.79,2.04,67.14,95.44,91.63,5.00,0.71%,3
"Nov 07, 2017","2,592.11","2,597.02","2,584.35","2,590.64","3,815.19",-0.02%,16.66,16.76,1.95,66.10,87.97,94.03,1.00,-0.02%,3
"Nov 08, 2017","2,588.71","2,595.47","2,585.02","2,594.38","3,898.45",0.14%,16.77,16.77,2.04,67.14,95.02,92.81,1.00,0.14%,3
"Nov 09, 2017","2,584.00","2,586.50","2,566.33","2,584.62","3,844.10",-0.38%,15.90,16.59,1.23,55.18,76.61,86.53,1.00,-0.38%,2
"Nov 10, 2017","2,580.18","2,583.81","2,575.57","2,582.30","3,489.74",-0.09%,14.84,16.24,1.53,60.45,72.24,81.29,2.00,-0.47%,3
"Nov 13, 2017","2,576.53","2,587.66","2,574.48","2,584.84","3,405.20",0.10%,14.05,15.80,1.48,59.66,77.03,75.29,1.00,0.10%,3
"Nov 14, 2017","2,577.75","2,579.66","2,566.56","2,578.87","3,643.58",-0.23%,12.80,15.20,1.81,64.43,51.24,66.83,1.00,-0.23%,3
"Nov 15, 2017","2,569.45","2,572.84","2,557.45","2,564.62","3,586.59",-0.55%,10.53,14.27,1.10,52.45,18.12,48.79,2.00,-0.78%,2
"Nov 16, 2017","2,572.95","2,590.09","2,572.95","2,585.64","3,329.73",0.82%,10.31,13.48,1.11,52.64,71.24,46.87,1.00,0.82%,4
"Nov 17, 2017","2,582.94","2,583.96","2,577.62","2,578.85","3,309.80",-0.26%,9.48,12.68,1.15,53.53,54.08,47.81,1.00,-0.26%,3
"Nov 20, 2017","2,579.49","2,584.64","2,578.24","2,582.14","3,023.94",0.13%,8.98,11.94,1.17,54.00,62.40,62.57,1.00,0.13%,3
"Nov 21, 2017","2,589.17","2,601.19","2,589.17","2,599.03","3,351.23",0.65%,9.84,11.52,1.50,59.95,95.06,70.51,2.00,0.78%,4
"Nov 22, 2017","2,600.31","2,600.94","2,595.23","2,597.08","2,764.11",-0.08%,10.24,11.26,1.41,58.59,90.60,82.69,1.00,-0.08%,3
"Nov 24, 2017","2,600.42","2,604.21","2,600.42","2,602.42","1,385.89",0.21%,10.87,11.18,1.35,57.47,96.17,93.95,1.00,0.21%,3
"Nov 27, 2017","2,602.66","2,606.41","2,598.87","2,601.42","3,017.72",-0.04%,11.15,11.18,1.24,55.40,89.81,92.19,1.00,-0.04%,3
"Nov 28, 2017","2,605.94","2,627.69","2,605.44","2,627.04","3,493.34",0.98%,13.29,11.60,1.87,65.11,99.07,95.02,1.00,0.98%,4
"Nov 29, 2017","2,627.82","2,634.89","2,620.32","2,626.07","4,090.63",-0.04%,14.74,12.23,1.74,63.46,88.61,92.50,1.00,-0.04%,3
"Nov 30, 2017","2,633.93","2,657.74","2,633.93","2,647.58","4,965.70",0.82%,17.42,13.27,2.89,74.32,89.87,92.52,1.00,0.82%,4
"Dec 01, 2017","2,645.10","2,650.62","2,605.52","2,642.22","3,950.93",-0.20%,18.90,14.39,2.65,72.61,84.52,87.67,1.00,-0.20%,3
"Dec 04, 2017","2,657.19","2,665.19","2,639.03","2,639.44","4,025.84",-0.11%,19.62,15.44,2.40,70.57,76.10,83.50,2.00,-0.31%,3
"Dec 05, 2017","2,639.78","2,648.72","2,627.73","2,629.57","3,547.57",-0.37%,19.17,16.18,2.18,68.55,66.94,75.85,3.00,-0.68%,2
"Dec 06, 2017","2,626.24","2,634.41","2,624.75","2,629.27","3,253.08",-0.01%,18.58,16.66,3.23,76.35,61.06,68.03,4.00,-0.69%,3
"Dec 07, 2017","2,628.38","2,640.99","2,626.53","2,636.98","3,297.06",0.29%,18.52,17.03,2.77,73.47,67.79,65.26,1.00,0.29%,3
"Dec 08, 2017","2,646.21","2,651.65","2,644.10","2,651.50","3,126.75",0.55%,19.42,17.51,4.27,81.02,84.26,71.03,2.00,0.84%,4
"Dec 11, 2017","2,652.19","2,660.33","2,651.47","2,659.99","3,141.48",0.32%,20.58,18.12,4.50,81.82,93.16,81.73,3.00,1.16%,4
"Dec 12, 2017","2,661.73","2,669.72","2,659.78","2,664.11","3,568.91",0.15%,21.58,18.81,3.93,79.71,92.47,89.96,4.00,1.32%,3
"Dec 13, 2017","2,667.59","2,671.88","2,662.85","2,662.85","3,568.36",-0.05%,22.02,19.46,4.05,80.21,87.63,91.09,1.00,-0.05%,3
"Dec 14, 2017","2,665.87","2,668.09","2,652.01","2,652.01","3,442.76",-0.41%,21.25,19.81,2.53,71.68,72.78,84.30,2.00,-0.45%,2
"Dec 15, 2017","2,660.63","2,679.63","2,659.14","2,675.81","5,736.91",0.90%,22.30,20.31,3.37,77.12,94.85,85.09,1.00,0.90%,4
"Dec 18, 2017","2,685.92","2,694.97","2,685.92","2,690.16","3,727.77",0.54%,24.02,21.05,3.01,75.07,94.62,87.42,2.00,1.43%,4
"Dec 19, 2017","2,692.71","2,694.44","2,680.74","2,681.47","3,407.68",-0.32%,24.39,21.72,2.42,70.73,84.91,91.46,1.00,-0.32%,2
"Dec 20, 2017","2,688.18","2,691.01","2,676.11","2,679.25","3,246.23",-0.08%,24.23,22.22,1.77,63.85,82.43,87.32,2.00,-0.41%,3
"Dec 21, 2017","2,683.02","2,692.64","2,682.40","2,684.57","3,293.13",0.20%,24.25,22.63,2.18,68.53,85.19,84.17,1.00,0.20%,3
"Dec 22, 2017","2,684.22","2,685.35","2,678.13","2,683.34","2,401.03",-0.05%,23.90,22.88,2.28,69.47,83.44,83.68,1.00,-0.05%,3
"Dec 26, 2017","2,679.09","2,682.74","2,677.96","2,680.50","1,970.66",-0.11%,23.12,22.93,2.86,74.09,79.39,82.67,2.00,-0.15%,3
"Dec 27, 2017","2,682.10","2,685.64","2,678.91","2,682.62","2,202.90",0.08%,22.42,22.83,2.97,74.81,81.95,81.60,1.00,0.08%,3
"Dec 28, 2017","2,686.10","2,687.66","2,682.69","2,687.54","2,174.89",0.18%,22.00,22.66,2.87,74.14,85.39,82.25,2.00,0.26%,3
"Dec 29, 2017","2,689.15","2,692.12","2,673.61","2,673.61","2,447.76",-0.52%,20.31,22.19,1.54,60.62,50.90,72.75,1.00,-0.52%,2
"Jan 02, 2018","2,683.73","2,695.89","2,682.36","2,695.81","3,397.43",0.83%,20.53,21.86,1.87,65.20,99.82,78.70,1.00,0.83%,4
"Jan 03, 2018","2,697.85","2,714.37","2,697.77","2,713.06","3,544.03",0.64%,21.85,21.86,2.19,68.69,97.90,82.87,2.00,1.47%,4
"Jan 04, 2018","2,719.31","2,729.29","2,719.07","2,723.99","3,697.34",0.40%,23.50,22.19,2.54,71.74,93.14,96.95,3.00,1.87%,4
"Jan 05, 2018","2,731.33","2,743.45","2,727.92","2,743.15","3,239.28",0.70%,26.05,22.96,4.15,80.59,99.64,96.90,4.00,2.58%,4
"Jan 08, 2018","2,742.67","2,748.51","2,737.60","2,747.71","3,246.16",0.17%,28.12,23.99,3.49,77.71,98.93,97.24,5.00,2.74%,3
"Jan 09, 2018","2,751.15","2,759.14","2,747.86","2,751.29","3,467.46",0.13%,29.71,25.13,3.11,75.70,90.82,96.47,6.00,2.87%,3
"Jan 10, 2018","2,745.55","2,750.80","2,736.06","2,748.23","3,579.90",-0.11%,30.37,26.18,3.87,79.46,87.24,92.33,1.00,-0.11%,3
"Jan 11, 2018","2,752.97","2,767.56","2,752.78","2,767.56","3,645.69",0.70%,32.08,27.36,5.19,83.85,100.00,92.69,1.00,0.70%,4
"Jan 12, 2018","2,770.18","2,787.85","2,769.64","2,786.24","3,587.22",0.67%,34.54,28.80,5.83,85.35,98.59,95.28,2.00,1.38%,4
"Jan 16, 2018","2,798.96","2,807.54","2,768.64","2,776.42","4,362.88",-0.35%,35.30,30.10,4.14,80.54,76.76,91.78,1.00,-0.35%,2
"Jan 17, 2018","2,784.99","2,807.04","2,778.38","2,802.56","3,790.34",0.94%,37.57,31.59,5.55,84.74,96.28,90.55,1.00,0.94%,4
"Jan 18, 2018","2,802.40","2,805.83","2,792.56","2,798.03","3,703.30",-0.16%,38.57,32.99,4.68,82.40,92.90,88.65,1.00,-0.16%,3
"Jan 19, 2018","2,802.60","2,810.33","2,798.08","2,810.30","3,724.23",0.44%,39.88,34.37,4.92,83.10,99.98,96.39,1.00,0.44%,4
"Jan 22, 2018","2,809.16","2,833.03","2,808.12","2,832.97","3,489.48",0.81%,42.27,35.95,10.15,91.03,99.96,97.61,2.00,1.25%,4
"Jan 23, 2018","2,835.05","2,842.24","2,830.59","2,839.13","3,541.14",0.22%,44.15,37.59,9.23,90.23,97.85,99.26,3.00,1.46%,3
"Jan 24, 2018","2,845.42","2,852.97","2,824.81","2,837.54","4,079.27",-0.06%,44.99,39.07,7.55,88.31,88.48,95.43,1.00,-0.06%,3
"Jan 25, 2018","2,846.24","2,848.56","2,830.94","2,839.25","3,873.10",0.06%,45.27,40.31,7.07,87.60,89.03,91.78,1.00,0.06%,3
"Jan 26, 2018","2,847.48","2,872.87","2,846.18","2,872.87","3,474.68",1.18%,47.66,41.78,7.83,88.67,100.00,92.50,2.00,1.24%,5
"Jan 29, 2018","2,867.23","2,870.62","2,851.48","2,853.53","3,587.42",-0.67%,47.45,42.91,3.76,78.99,85.86,91.63,1.00,-0.67%,2
"Jan 30, 2018","2,832.74","2,837.75","2,818.27","2,822.43","4,012.07",-1.09%,44.26,43.18,2.02,66.94,63.13,83.00,2.00,-1.76%,1
"Jan 31, 2018","2,832.41","2,839.26","2,813.04","2,823.81","4,276.27",0.05%,41.36,42.82,2.14,68.14,59.15,69.38,1.00,0.05%,3
"Feb 01, 2018","2,816.45","2,835.96","2,812.70","2,821.98","3,977.38",-0.06%,38.48,41.95,1.80,64.26,51.18,57.82,1.00,-0.06%,3
"Feb 02, 2018","2,808.92","2,808.92","2,759.97","2,762.13","4,340.22",-2.12%,31.01,39.76,0.81,44.80,1.91,37.41,2.00,-2.19%,1
"Feb 05, 2018","2,741.06","2,763.39","2,638.17","2,648.94","5,310.84",-4.10%,15.77,34.96,0.45,30.99,4.59,19.23,3.00,-6.28%,1
"Feb 06, 2018","2,614.78","2,701.04","2,593.07","2,695.14","5,917.35",1.74%,7.34,29.44,0.54,34.89,36.48,14.33,1.00,1.74%,5
"Feb 07, 2018","2,690.95","2,727.67","2,681.33","2,681.66","4,646.30",-0.50%,-0.43,23.46,0.52,34.03,31.66,24.24,1.00,-0.50%,2
"Feb 08, 2018","2,685.01","2,685.27","2,580.56","2,581.00","5,333.84",-3.75%,-14.54,15.86,0.33,24.68,0.15,22.76,2.00,-4.25%,1
"Feb 09, 2018","2,601.78","2,638.67","2,532.69","2,619.55","5,690.11",1.49%,-22.35,8.22,0.37,27.23,25.53,19.12,1.00,1.49%,5
"Feb 12, 2018","2,636.75","2,672.61","2,622.45","2,656.00","4,069.22",1.39%,-25.31,1.52,0.46,31.65,36.25,20.64,2.00,2.89%,5
"Feb 13, 2018","2,646.27","2,668.84","2,637.08","2,662.94","3,503.54",0.26%,-26.79,-4.15,0.49,32.69,38.29,33.36,3.00,3.15%,3
"Feb 14, 2018","2,651.21","2,702.10","2,648.87","2,698.63","4,011.94",1.34%,-24.79,-8.27,0.59,36.94,48.78,41.11,4.00,4.49%,5
"Feb 15, 2018","2,713.46","2,731.51","2,689.82","2,731.20","3,696.14",1.21%,-20.35,-10.69,0.58,36.81,58.74,48.60,5.00,5.69%,5
"Feb 16, 2018","2,727.14","2,754.42","2,725.11","2,732.22","3,646.92",0.04%,-16.55,-11.86,0.62,38.31,65.08,57.54,6.00,5.73%,3
"Feb 20, 2018","2,722.99","2,737.60","2,706.76","2,716.26","3,646.92",-0.58%,-14.66,-12.42,0.65,39.46,59.88,61.24,1.00,-0.58%,2
"Feb 21, 2018","2,720.53","2,747.75","2,701.29","2,701.33","3,789.04",-0.55%,-14.21,-12.78,0.62,38.16,55.61,60.19,2.00,-1.13%,2
"Feb 22, 2018","2,710.42","2,731.26","2,697.77","2,703.96","3,720.62",0.10%,-13.48,-12.92,0.63,38.61,62.00,59.16,1.00,0.10%,3
"Feb 23, 2018","2,715.80","2,747.76","2,713.74","2,747.30","3,200.36",1.60%,-9.30,-12.19,0.94,48.52,93.03,70.21,2.00,1.70%,5
"Feb 26, 2018","2,757.37","2,780.64","2,753.78","2,779.60","3,436.59",1.18%,-3.34,-10.42,1.90,65.53,99.58,84.87,3.00,2.88%,5
"Feb 27, 2018","2,780.45","2,789.15","2,744.22","2,744.28","3,752.07",-1.27%,-1.45,-8.63,1.27,56.00,82.50,91.70,1.00,-1.27%,1
"Feb 28, 2018","2,753.78","2,761.52","2,713.54","2,713.83","4,244.57",-1.11%,-2.38,-7.38,1.16,53.77,70.63,84.24,2.00,-2.38%,1
"Mar 01, 2018","2,715.22","2,730.89","2,659.65","2,677.67","4,514.49",-1.33%,-5.97,-7.10,1.73,63.34,56.53,69.89,3.00,-3.71%,1
"Mar 02, 2018","2,658.89","2,696.25","2,647.32","2,691.25","3,891.25",0.51%,-7.63,-7.20,1.54,60.63,41.27,56.14,1.00,0.51%,4
"Mar 05, 2018","2,681.06","2,728.09","2,675.75","2,720.94","3,733.64",1.10%,-6.47,-7.06,1.49,59.82,55.15,50.98,2.00,1.61%,5
"Mar 06, 2018","2,730.18","2,732.08","2,711.26","2,728.12","3,389.03",0.26%,-4.92,-6.63,1.49,59.85,56.97,51.13,3.00,1.87%,3
"Mar 07, 2018","2,710.18","2,730.60","2,701.74","2,726.80","3,406.69",-0.05%,-3.75,-6.05,1.21,54.75,56.04,56.05,1.00,-0.05%,3
"Mar 08, 2018","2,732.75","2,740.45","2,722.65","2,738.97","3,206.04",0.45%,-1.83,-5.21,1.06,51.41,64.62,59.21,1.00,0.45%,4
"Mar 09, 2018","2,752.91","2,786.57","2,751.54","2,786.57","3,376.87",1.74%,3.50,-3.47,1.41,58.42,98.18,72.95,2.00,2.18%,5
"Mar 12, 2018","2,790.54","2,796.98","2,779.26","2,783.02","3,216.96",-0.13%,7.35,-1.30,1.55,60.76,90.67,84.49,1.00,-0.13%,3
"Mar 13, 2018","2,792.31","2,801.90","2,758.68","2,765.31","3,324.29",-0.64%,8.87,0.73,1.51,60.22,76.33,88.39,2.00,-0.76%,2
"Mar 14, 2018","2,774.06","2,777.11","2,744.38","2,749.48","3,394.63",-0.57%,8.70,2.33,1.32,56.98,66.09,77.70,3.00,-1.34%,2
"Mar 15, 2018","2,754.27","2,763.03","2,741.47","2,747.33","3,543.71",-0.08%,8.30,3.52,1.00,50.01,64.70,69.04,4.00,-1.41%,3
"Mar 16, 2018","2,750.57","2,761.85","2,749.97","2,752.01","5,429.14",0.17%,8.26,4.47,0.81,44.64,67.73,66.17,1.00,0.17%,3
"Mar 19, 2018","2,741.38","2,741.38","2,694.59","2,712.92","3,327.46",-1.42%,5.01,4.58,0.79,44.00,42.44,58.29,1.00,-1.42%,1
"Mar 20, 2018","2,715.05","2,724.22","2,710.05","2,716.94","3,272.59",0.15%,2.74,4.21,1.03,50.66,45.04,51.73,1.00,0.15%,3
"Mar 21, 2018","2,714.99","2,739.14","2,709.79","2,711.93","3,434.78",-0.18%,0.52,3.47,1.40,58.41,41.80,43.09,1.00,-0.18%,3
"Mar 22, 2018","2,691.36","2,695.68","2,641.59","2,643.69","3,765.46",-2.52%,-6.66,1.44,0.69,40.79,1.31,29.38,2.00,-2.70%,1
"Mar 23, 2018","2,646.71","2,657.67","2,585.89","2,588.26","3,829.38",-2.10%,-16.64,-2.17,0.36,26.64,1.10,14.73,3.00,-4.80%,1
"Mar 26, 2018","2,619.35","2,661.36","2,601.81","2,658.55","3,538.08",2.72%,-18.66,-5.47,0.67,39.98,33.64,12.01,1.00,2.72%,5
"Mar 27, 2018","2,667.57","2,674.78","2,596.12","2,612.62","3,761.32",-1.73%,-23.69,-9.11,0.55,35.43,12.37,15.70,1.00,-1.73%,1
"Mar 28, 2018","2,611.30","2,632.65","2,593.06","2,605.00","3,875.72",-0.29%,-27.97,-12.89,0.49,32.70,8.85,18.29,2.00,-2.02%,3
"Mar 29, 2018","2,614.41","2,659.07","2,609.72","2,640.87","3,572.36",1.38%,-28.15,-15.94,0.44,30.60,25.45,15.56,1.00,1.38%,5
"Apr 02, 2018","2,633.45","2,638.30","2,553.80","2,581.88","3,635.78",-2.23%,-32.67,-19.28,0.36,26.66,11.32,15.21,1.00,-2.23%,1
"Apr 03, 2018","2,592.17","2,619.14","2,575.49","2,614.45","3,395.84",1.26%,-33.24,-22.07,0.49,33.08,27.16,21.31,1.00,1.26%,5
"Apr 04, 2018","2,584.04","2,649.86","2,573.61","2,644.69","3,369.23",1.16%,-30.89,-23.84,0.63,38.61,43.44,27.31,2.00,2.42%,5
"Apr 05, 2018","2,657.36","2,672.08","2,649.58","2,662.84","3,230.43",0.69%,-27.26,-24.52,0.70,41.13,52.41,41.00,3.00,3.10%,4
"Apr 06, 2018","2,645.82","2,656.88","2,586.27","2,604.47","3,312.39",-2.19%,-28.76,-25.37,0.56,36.08,27.01,40.95,1.00,-2.19%,1
"Apr 09, 2018","2,617.18","2,653.55","2,610.79","2,613.16","3,076.14",0.33%,-28.91,-26.08,0.67,40.01,32.03,37.15,1.00,0.33%,4
"Apr 10, 2018","2,638.41","2,665.45","2,635.78","2,656.87","3,579.13",1.67%,-25.21,-25.90,0.80,44.43,55.61,38.22,2.00,2.01%,5
"Apr 11, 2018","2,643.89","2,661.43","2,639.25","2,642.19","3,054.52",-0.55%,-23.20,-25.36,0.77,43.65,62.30,49.98,1.00,-0.55%,2
"Apr 12, 2018","2,653.83","2,674.72","2,653.83","2,663.99","3,045.33",0.83%,-19.62,-24.21,1.08,52.02,91.08,69.66,1.00,0.83%,4
"Apr 13, 2018","2,676.90","2,680.26","2,645.05","2,656.30","2,988.54",-0.29%,-17.20,-22.81,1.35,57.48,81.05,78.14,1.00,-0.29%,3
"Apr 16, 2018","2,670.10","2,686.49","2,665.16","2,677.84","3,020.74",0.81%,-13.40,-20.93,1.10,52.38,93.48,88.54,1.00,0.81%,4
"Apr 17, 2018","2,692.74","2,713.34","2,692.05","2,706.39","3,286.19",1.07%,-7.98,-18.34,1.64,62.07,95.64,90.06,2.00,1.88%,5
"Apr 18, 2018","2,710.11","2,717.49","2,703.63","2,708.64","3,412.03",0.08%,-3.47,-15.37,1.74,63.53,94.59,94.57,3.00,1.96%,3
"Apr 19, 2018","2,701.16","2,702.84","2,681.90","2,693.13","3,375.12",-0.57%,-1.14,-12.52,1.34,57.20,85.12,91.79,1.00,-0.57%,2
"Apr 20, 2018","2,692.56","2,693.94","2,660.61","2,670.14","3,428.26",-0.85%,-1.13,-10.24,1.74,63.51,67.09,82.27,2.00,-1.43%,2
"Apr 23, 2018","2,675.40","2,682.86","2,657.99","2,670.29","3,030.39",0.01%,-1.09,-8.41,1.47,59.49,67.19,73.13,1.00,0.01%,3
"Apr 24, 2018","2,680.80","2,683.55","2,617.32","2,634.56","3,716.02",-1.34%,-3.91,-7.51,0.93,48.31,36.80,57.03,1.00,-1.34%,1
"Apr 25, 2018","2,634.92","2,645.30","2,612.67","2,639.40","3,563.68",0.18%,-5.68,-7.14,0.85,45.91,40.49,48.16,1.00,0.18%,3
"Apr 26, 2018","2,651.65","2,676.48","2,647.16","2,666.94","3,690.92",1.04%,-4.81,-6.68,1.65,62.22,52.62,43.30,2.00,1.23%,5
"Apr 27, 2018","2,675.47","2,677.35","2,659.01","2,669.91","3,234.51",0.11%,-3.83,-6.11,1.59,61.35,54.61,49.24,3.00,1.34%,3
"Apr 30, 2018","2,682.51","2,682.87","2,648.04","2,648.05","3,749.51",-0.82%,-4.77,-5.84,0.93,48.07,33.75,47.00,1.00,-0.82%,2
"May 01, 2018","2,642.96","2,655.27","2,625.41","2,654.80","3,562.82",0.25%,-4.91,-5.65,1.12,52.86,40.19,42.85,1.00,0.25%,3
"May 02, 2018","2,654.24","2,660.87","2,631.70","2,635.67","4,047.02",-0.72%,-6.49,-5.82,0.77,43.49,21.94,31.96,1.00,-0.72%,2
"May 03, 2018","2,628.08","2,637.14","2,594.62","2,629.73","3,867.53",-0.23%,-8.13,-6.28,0.78,43.84,28.57,30.24,2.00,-0.95%,3
"May 04, 2018","2,621.45","2,670.93","2,615.32","2,663.42","3,335.26",1.28%,-6.63,-6.35,0.88,46.84,55.99,35.50,1.00,1.28%,5
"May 07, 2018","2,680.34","2,683.35","2,664.70","2,672.63","3,266.81",0.35%,-4.65,-6.01,0.72,41.91,63.49,49.35,2.00,1.63%,4
"May 08, 2018","2,670.26","2,676.34","2,655.20","2,671.92","3,745.10",-0.03%,-3.10,-5.43,0.70,41.13,71.43,63.64,1.00,-0.03%,3
"May 09, 2018","2,678.12","2,701.27","2,674.14","2,697.79","3,913.65",0.97%,0.22,-4.30,1.04,51.07,96.74,77.22,1.00,0.97%,4
"May 10, 2018","2,705.02","2,726.11","2,704.54","2,723.07","3,380.64",0.94%,4.83,-2.47,1.63,62.05,97.69,88.62,2.00,1.91%,4
"May 11, 2018","2,722.70","2,732.86","2,717.45","2,727.72","2,874.85",0.17%,8.76,-0.23,1.69,62.81,96.28,96.90,3.00,2.08%,3
"May 14, 2018","2,738.47","2,742.10","2,725.47","2,730.13","2,994.36",0.09%,11.93,2.20,3.01,75.04,91.88,95.28,4.00,2.16%,3
"May 15, 2018","2,718.59","2,718.59","2,701.91","2,711.45","3,291.19",-0.68%,12.78,4.32,2.09,67.60,79.22,89.13,1.00,-0.68%,2
"May 16, 2018","2,712.62","2,727.76","2,712.17","2,722.46","3,248.48",0.41%,14.19,6.29,1.84,64.75,86.68,85.93,1.00,0.41%,4
"May 17, 2018","2,719.71","2,731.96","2,711.36","2,720.13","3,478.15",-0.09%,14.94,8.02,1.73,63.39,85.10,83.67,1.00,-0.09%,3
"May 18, 2018","2,717.35","2,719.50","2,709.18","2,712.97","3,383.27",-0.26%,14.79,9.38,2.20,68.78,80.25,84.01,2.00,-0.35%,3
"May 21, 2018","2,735.39","2,739.19","2,725.70","2,733.01","3,053.48",0.74%,16.10,10.72,2.45,71.01,93.84,86.40,1.00,0.74%,4
"May 22, 2018","2,738.34","2,742.24","2,721.88","2,724.44","3,384.14",-0.31%,16.26,11.83,3.05,75.28,87.94,87.34,1.00,-0.31%,2
"May 23, 2018","2,713.98","2,733.33","2,709.54","2,733.29","3,333.16",0.32%,16.91,12.84,3.77,79.01,92.95,91.58,1.00,0.32%,4
"May 24, 2018","2,730.94","2,731.97","2,707.38","2,727.76","3,285.75",-0.20%,16.78,13.63,2.50,71.40,83.36,88.08,1.00,-0.20%,3
"May 25, 2018","2,723.60","2,727.36","2,714.99","2,721.33","3,015.26",-0.24%,15.97,14.10,1.99,66.51,75.98,84.10,2.00,-0.44%,3
"May 29, 2018","2,705.11","2,710.67","2,676.81","2,689.86","3,743.31",-1.16%,12.65,13.81,1.22,55.03,23.08,60.81,3.00,-1.59%,1
"May 30, 2018","2,702.43","2,729.34","2,702.43","2,724.01","3,566.49",1.27%,12.63,13.57,1.33,57.03,72.14,57.07,1.00,1.27%,5
"May 31, 2018","2,720.98","2,722.50","2,700.68","2,705.27","4,241.10",-0.69%,10.97,13.05,0.82,45.06,43.50,46.24,1.00,-0.69%,2
"Jun 01, 2018","2,718.70","2,736.93","2,718.70","2,734.62","3,694.31",1.08%,11.89,12.82,1.07,51.69,88.35,68.00,1.00,1.08%,5
"Jun 04, 2018","2,741.67","2,749.16","2,740.54","2,746.87","3,410.09",0.45%,13.45,12.95,1.17,53.90,96.83,76.23,2.00,1.53%,4
"Jun 05, 2018","2,748.46","2,752.61","2,739.51","2,748.80","3,523.55",0.07%,14.68,13.29,1.47,59.44,94.97,93.39,3.00,1.60%,3
"Jun 06, 2018","2,753.25","2,772.39","2,748.46","2,772.35","3,662.78",0.86%,17.35,14.10,1.62,61.86,99.96,97.26,4.00,2.46%,4
"Jun 07, 2018","2,774.84","2,779.90","2,760.16","2,770.37","3,742.08",-0.07%,19.08,15.10,1.63,61.96,90.76,95.23,1.00,-0.07%,3
"Jun 08, 2018","2,765.84","2,779.39","2,763.59","2,779.03","3,138.85",0.31%,20.92,16.26,1.91,65.62,99.16,96.62,1.00,0.31%,4
"Jun 11, 2018","2,780.18","2,790.21","2,780.17","2,782.00","3,262.13",0.11%,22.35,17.48,1.67,62.60,92.76,94.22,2.00,0.42%,3
"Jun 12, 2018","2,785.60","2,789.80","2,778.78","2,786.85","3,435.70",0.17%,23.61,18.71,1.97,66.36,97.04,96.32,3.00,0.59%,3
"Jun 13, 2018","2,787.94","2,791.47","2,774.65","2,775.63","3,820.77",-0.40%,23.43,19.65,1.56,60.96,86.19,91.99,1.00,-0.40%,2
"Jun 14, 2018","2,783.21","2,789.06","2,776.52","2,782.49","3,540.93",0.25%,23.57,20.43,1.78,64.08,92.17,91.80,1.00,0.25%,3
"Jun 15, 2018","2,777.78","2,782.81","2,761.73","2,779.66","5,451.99",-0.10%,23.18,20.98,1.88,65.28,89.70,89.35,1.00,-0.10%,3
"Jun 18, 2018","2,765.79","2,774.99","2,757.12","2,773.75","3,316.12",-0.21%,22.15,21.22,3.06,75.38,80.48,87.45,2.00,-0.31%,3
"Jun 19, 2018","2,752.01","2,765.05","2,743.19","2,762.59","3,671.16",-0.40%,20.19,21.01,1.74,63.56,68.19,79.46,3.00,-0.72%,2
"Jun 20, 2018","2,769.73","2,774.86","2,763.91","2,767.32","3,332.14",0.17%,18.81,20.57,2.87,74.19,66.81,71.83,1.00,0.17%,3
"Jun 21, 2018","2,769.28","2,769.28","2,744.39","2,749.76","3,336.58",-0.63%,16.11,19.68,1.30,56.50,19.73,51.58,1.00,-0.63%,2
"Jun 22, 2018","2,760.79","2,764.17","2,752.68","2,754.88","5,468.11",0.19%,14.22,18.58,1.16,53.66,29.58,38.71,1.00,0.19%,3
"Jun 25, 2018","2,742.94","2,742.94","2,698.67","2,717.07","3,663.28",-1.37%,9.56,16.78,0.64,39.07,19.83,23.04,1.00,-1.37%,1
"Jun 26, 2018","2,722.12","2,732.91","2,715.60","2,723.06","3,568.90",0.22%,6.27,14.68,0.44,30.69,26.28,25.23,1.00,0.22%,3
"Jun 27, 2018","2,728.45","2,746.09","2,699.38","2,699.63","3,803.99",-0.86%,1.76,12.09,0.36,26.28,1.03,15.71,1.00,-0.86%,2
"Jun 28, 2018","2,698.69","2,724.34","2,691.99","2,716.31","3,461.10",0.62%,-0.46,9.58,0.43,30.04,24.45,17.25,1.00,0.62%,4
"Jun 29, 2018","2,727.13","2,743.26","2,718.03","2,718.37","3,586.80",0.08%,-2.03,7.26,0.42,29.63,26.52,17.33,2.00,0.69%,3
"Jul 02, 2018","2,704.95","2,727.26","2,698.95","2,726.71","3,095.04",0.31%,-2.58,5.29,0.45,31.17,34.90,28.62,3.00,1.00%,4
"Jul 03, 2018","2,733.27","2,736.58","2,711.16","2,713.22","1,911.46",-0.49%,-4.05,3.42,0.44,30.73,21.87,27.76,1.00,-0.49%,2
"Jul 05, 2018","2,724.19","2,737.83","2,716.02","2,736.61","2,980.16",0.86%,-3.29,2.08,0.59,37.15,49.13,35.30,1.00,0.86%,4
"Jul 06, 2018","2,737.68","2,764.41","2,733.52","2,759.82","2,590.25",0.85%,-0.81,1.50,0.82,45.01,81.72,50.91,2.00,1.71%,4
"Jul 09, 2018","2,775.62","2,784.65","2,770.73","2,784.17","3,070.06",0.88%,3.09,1.82,1.10,52.40,99.48,76.78,3.00,2.59%,4
"Jul 10, 2018","2,788.56","2,795.58","2,786.24","2,793.84","3,080.14",0.35%,6.88,2.83,1.34,57.24,98.32,93.18,4.00,2.94%,4
